ax,ay,az,gx,gy,gz,roll,pitch,target,target_name
-1572.0,-3987.0,2231.0,5740.0,-1546.0,1294.0,-33.73,25.69,1.0,left
-1566.0,-3949.0,2270.0,5772.0,-1529.0,1278.0,-33.25,25.64,1.0,left
-1593.0,-3822.0,2520.0,6180.0,-1375.0,1198.0,-28.47,25.23,1.0,left
-1573.0,-3822.0,2506.0,6227.0,-1357.0,1195.0,-27.96,25.18,1.0,left
-1651.0,-3787.0,2543.0,6275.0,-1341.0,1192.0,-27.47,25.13,1.0,left
-1833.0,-3482.0,2761.0,6860.0,-1228.0,1195.0,-22.24,24.7,1.0,left
-1802.0,-3448.0,2742.0,6913.0,-1219.0,1194.0,-21.7,24.65,1.0,left
-1743.0,-3414.0,2679.0,6964.0,-1207.0,1194.0,-21.15,24.6,1.0,left
-1795.0,-2700.0,2773.0,7336.0,-1220.0,1275.0,-15.62,24.08,1.0,left
-1775.0,-2659.0,2792.0,7360.0,-1234.0,1291.0,-15.04,24.02,1.0,left
-1768.0,-2605.0,2810.0,7376.0,-1243.0,1310.0,-14.46,23.96,1.0,left
-1984.0,-1747.0,2570.0,7239.0,-1453.0,1411.0,-8.96,23.21,1.0,left
-1956.0,-1661.0,2554.0,7205.0,-1493.0,1415.0,-8.4,23.13,1.0,left
-1896.0,-1592.0,2503.0,7167.0,-1514.0,1418.0,-7.83,23.04,1.0,left
-1721.0,-1135.0,2493.0,6623.0,-1786.0,1365.0,-2.82,21.92,1.0,left
-1729.0,-1074.0,2480.0,6562.0,-1816.0,1356.0,-2.3,21.8,1.0,left
-1707.0,-1036.0,2578.0,6497.0,-1854.0,1338.0,-1.8,21.67,1.0,left
-1508.0,-752.0,2564.0,5804.0,-1986.0,1172.0,2.54,20.31,1.0,left
-1426.0,-730.0,2551.0,5732.0,-1993.0,1150.0,2.96,20.17,1.0,left
-1421.0,-717.0,2536.0,5662.0,-2000.0,1125.0,3.39,20.02,1.0,left
-1202.0,-473.0,2742.0,4994.0,-1969.0,871.0,6.99,18.61,1.0,left
-1154.0,-448.0,2737.0,4934.0,-1953.0,848.0,7.35,18.47,1.0,left
-1085.0,-444.0,2708.0,4867.0,-1924.0,826.0,7.7,18.32,1.0,left
-1107.0,-426.0,2736.0,4809.0,-1901.0,805.0,8.06,18.18,1.0,left
-872.0,-313.0,2798.0,4208.0,-1622.0,608.0,11.01,16.98,1.0,left
-865.0,-302.0,2830.0,4149.0,-1614.0,588.0,11.31,16.86,1.0,left
-866.0,-289.0,2816.0,4084.0,-1582.0,565.0,11.6,16.74,1.0,left
-726.0,-196.0,2877.0,3546.0,-1207.0,330.0,14.02,15.85,1.0,left
-692.0,-184.0,2845.0,3504.0,-1176.0,305.0,14.26,15.76,1.0,left
-689.0,-148.0,2872.0,3450.0,-1141.0,278.0,14.51,15.68,1.0,left
-665.0,-107.0,2843.0,3403.0,-1104.0,253.0,14.74,15.6,1.0,left
-686.0,30.0,2897.0,2962.0,-767.0,6.0,16.71,15.06,1.0,left
-682.0,40.0,2900.0,2925.0,-735.0,-20.0,16.9,15.01,1.0,left
-665.0,80.0,2919.0,2879.0,-702.0,-49.0,17.1,14.96,1.0,left
-707.0,284.0,3019.0,2535.0,-459.0,-274.0,18.75,14.7,1.0,left
-724.0,306.0,3000.0,2507.0,-444.0,-297.0,18.92,14.67,1.0,left
-739.0,342.0,3013.0,2478.0,-427.0,-318.0,19.08,14.65,1.0,left
-732.0,381.0,2993.0,2448.0,-412.0,-338.0,19.24,14.63,1.0,left
-784.0,599.0,3017.0,2185.0,-349.0,-500.0,20.63,14.5,1.0,left
-805.0,604.0,3014.0,2160.0,-351.0,-511.0,20.77,14.49,1.0,left
-760.0,611.0,3023.0,2134.0,-348.0,-521.0,20.91,14.48,1.0,left
-758.0,785.0,3009.0,1895.0,-367.0,-570.0,22.09,14.37,1.0,left
-744.0,810.0,3008.0,1872.0,-368.0,-567.0,22.21,14.36,1.0,left
-744.0,832.0,2957.0,1850.0,-369.0,-565.0,22.32,14.35,1.0,left
-730.0,850.0,3005.0,1828.0,-369.0,-564.0,22.44,14.34,1.0,left
-717.0,931.0,2987.0,1635.0,-372.0,-512.0,23.45,14.22,1.0,left
-730.0,888.0,2957.0,1617.0,-374.0,-501.0,23.55,14.21,1.0,left
-697.0,963.0,2998.0,1599.0,-373.0,-493.0,23.66,14.2,1.0,left
-669.0,1012.0,2980.0,1452.0,-356.0,-386.0,24.56,14.06,1.0,left
-669.0,1007.0,2967.0,1444.0,-352.0,-369.0,24.66,14.04,1.0,left
-669.0,1013.0,2940.0,1432.0,-349.0,-357.0,24.75,14.03,1.0,left
-681.0,1014.0,2965.0,1404.0,-349.0,-344.0,24.84,14.02,1.0,left
-711.0,1015.0,2963.0,1246.0,-329.0,-216.0,25.63,13.86,1.0,left
-692.0,998.0,2944.0,1232.0,-329.0,-202.0,25.71,13.84,1.0,left
-689.0,992.0,2956.0,1215.0,-325.0,-191.0,25.78,13.82,1.0,left
-605.0,984.0,3056.0,1096.0,-304.0,-111.0,26.48,13.64,1.0,left
-585.0,974.0,3040.0,1086.0,-298.0,-106.0,26.55,13.62,1.0,left
-619.0,974.0,3061.0,1078.0,-289.0,-103.0,26.62,13.6,1.0,left
-679.0,984.0,3139.0,1077.0,-295.0,-98.0,26.68,13.59,1.0,left
-574.0,1033.0,3044.0,986.0,-217.0,-79.0,27.31,13.45,1.0,left
-596.0,1027.0,3046.0,976.0,-215.0,-81.0,27.37,13.43,1.0,left
-586.0,944.0,3068.0,967.0,-211.0,-79.0,27.43,13.42,1.0,left
-625.0,1015.0,3087.0,819.0,-87.0,-56.0,27.95,13.36,1.0,left
-638.0,985.0,3119.0,799.0,-73.0,-55.0,28.0,13.36,1.0,left
-642.0,965.0,3161.0,781.0,-57.0,-52.0,28.05,13.35,1.0,left
-607.0,941.0,3109.0,766.0,-36.0,-45.0,28.1,13.35,1.0,left
-632.0,1031.0,3036.0,540.0,104.0,-48.0,28.44,13.41,1.0,left
-616.0,1024.0,3033.0,514.0,114.0,-49.0,28.47,13.41,1.0,left
-621.0,996.0,3001.0,488.0,125.0,-49.0,28.5,13.42,1.0,left
-648.0,992.0,2982.0,463.0,136.0,-52.0,28.53,13.43,1.0,left
-704.0,966.0,2928.0,199.0,200.0,-101.0,28.62,13.57,1.0,left
-705.0,959.0,2940.0,174.0,202.0,-107.0,28.63,13.58,1.0,left
-689.0,954.0,2925.0,146.0,206.0,-109.0,28.64,13.6,1.0,left
-708.0,929.0,2924.0,121.0,207.0,-113.0,28.64,13.61,1.0,left
-722.0,919.0,2957.0,-156.0,223.0,-196.0,28.47,13.8,1.0,left
-705.0,933.0,2982.0,-192.0,229.0,-209.0,28.45,13.82,1.0,left
-684.0,953.0,2986.0,-224.0,235.0,-219.0,28.43,13.84,1.0,left
-694.0,1039.0,3135.0,-711.0,277.0,-380.0,27.86,14.11,1.0,left
-694.0,1063.0,3140.0,-774.0,287.0,-401.0,27.8,14.14,1.0,left
-658.0,1067.0,3135.0,-842.0,292.0,-421.0,27.73,14.17,1.0,left
-658.0,1078.0,3116.0,-924.0,302.0,-445.0,27.66,14.2,1.0,left
-505.0,1339.0,2824.0,-1844.0,419.0,-663.0,26.3,14.63,1.0,left
-558.0,1400.0,2825.0,-1951.0,402.0,-689.0,26.15,14.68,1.0,left
-552.0,1428.0,2809.0,-2081.0,381.0,-725.0,25.99,14.72,1.0,left
-339.0,2037.0,2732.0,-3562.0,455.0,-1044.0,23.45,15.26,1.0,left
-288.0,2093.0,2716.0,-3774.0,484.0,-1084.0,23.17,15.31,1.0,left
-283.0,2163.0,2694.0,-3981.0,510.0,-1124.0,22.88,15.37,1.0,left
-238.0,2207.0,2699.0,-4231.0,529.0,-1177.0,22.57,15.43,1.0,left
-432.0,2775.0,2908.0,-7123.0,1002.0,-1739.0,17.51,16.44,1.0,left
-377.0,2852.0,2883.0,-7433.0,1105.0,-1800.0,16.96,16.55,1.0,left
-431.0,2917.0,2999.0,-7780.0,1222.0,-1869.0,16.4,16.67,1.0,left
-886.0,3238.0,3581.0,-10774.0,2032.0,-2487.0,8.63,18.39,1.0,left
-857.0,3225.0,3623.0,-11056.0,2115.0,-2542.0,7.81,18.56,1.0,left
-808.0,3338.0,3586.0,-11346.0,2209.0,-2595.0,6.96,18.74,1.0,left
-1154.0,2892.0,2282.0,-14477.0,2956.0,-3117.0,-3.59,20.86,1.0,left
-800.0,2871.0,1958.0,-14859.0,3074.0,-3204.0,-4.74,21.07,1.0,left
-702.0,2784.0,1899.0,-15175.0,3176.0,-3280.0,-5.9,21.28,1.0,left
-1649.0,1434.0,321.0,-17744.0,3613.0,-3677.0,-19.18,23.34,1.0,left
-1381.0,1434.0,78.0,-17942.0,3627.0,-3707.0,-20.57,23.52,1.0,left
-1455.0,1357.0,359.0,-18080.0,3561.0,-3738.0,-22.02,23.68,1.0,left
-1814.0,-327.0,700.0,-15964.0,3023.0,-3997.0,-34.54,24.38,1.0,left
-1320.0,188.0,-2214.0,-15787.0,2867.0,-3947.0,-35.88,24.42,1.0,left
-666.0,948.0,-3154.0,-15696.0,2782.0,-3941.0,-37.18,24.43,1.0,left
1537.0,-662.0,-3403.0,-14834.0,1106.0,-3650.0,-48.71,23.21,1.0,left
1561.0,-949.0,-3510.0,-14555.0,942.0,-3621.0,-49.89,23.05,1.0,left
1065.0,-1317.0,-3385.0,-14297.0,726.0,-3585.0,-51.06,22.87,1.0,left
324.0,-5346.0,-3263.0,-11060.0,-677.0,-2558.0,-59.28,21.08,1.0,left
-449.0,-5747.0,-2934.0,-10643.0,-868.0,-2296.0,-60.12,20.9,1.0,left
-869.0,-6056.0,-3059.0,-10231.0,-1007.0,-1979.0,-60.91,20.73,1.0,left
-1719.0,-11581.0,-216.0,-5379.0,-661.0,2290.0,-64.36,21.9,1.0,left
-1542.0,-11381.0,-141.0,-4815.0,-527.0,2619.0,-64.68,22.05,1.0,left
-1401.0,-11253.0,-115.0,-4231.0,-411.0,2871.0,-64.96,22.22,1.0,left
-866.0,-8373.0,434.0,-41.0,-717.0,2501.0,-64.57,23.51,1.0,left
-1160.0,-8291.0,370.0,274.0,-782.0,2398.0,-64.5,23.64,1.0,left
-1468.0,-8242.0,325.0,595.0,-856.0,2301.0,-64.42,23.75,1.0,left
-1763.0,-8141.0,424.0,856.0,-932.0,2220.0,-64.31,23.87,1.0,left
-2774.0,-7419.0,539.0,2648.0,-1833.0,1518.0,-61.83,24.23,1.0,left
-2480.0,-7324.0,517.0,2738.0,-1849.0,1455.0,-61.56,24.26,1.0,left
-2609.0,-7237.0,928.0,2806.0,-1895.0,1373.0,-61.29,24.28,1.0,left
-2520.0,-5975.0,1344.0,2901.0,-2082.0,816.0,-58.61,24.05,1.0,left
-2253.0,-5927.0,1227.0,2876.0,-2041.0,771.0,-58.34,24.02,1.0,left
-2555.0,-5416.0,1656.0,2795.0,-2040.0,727.0,-58.07,23.99,1.0,left
-1739.0,-4040.0,1551.0,1963.0,-1536.0,453.0,-56.23,23.67,1.0,left
-1710.0,-3809.0,1492.0,1835.0,-1455.0,424.0,-56.04,23.63,1.0,left
-1667.0,-3663.0,1424.0,1725.0,-1389.0,403.0,-55.88,23.6,1.0,left
-1655.0,-3596.0,1564.0,1212.0,-551.0,382.0,-54.82,23.6,1.0,left
-1309.0,-3960.0,899.0,1292.0,-505.0,405.0,-54.72,23.61,1.0,left
-1821.0,-3664.0,798.0,1156.0,-565.0,454.0,-54.61,23.61,1.0,left
-1777.0,-3672.0,921.0,1094.0,-916.0,530.0,-53.58,23.56,1.0,left
-1736.0,-3743.0,857.0,1082.0,-956.0,528.0,-53.47,23.55,1.0,left
-1693.0,-3787.0,884.0,1076.0,-973.0,529.0,-53.36,23.54,1.0,left
-1622.0,-3858.0,928.0,1087.0,-969.0,529.0,-53.26,23.53,1.0,left
-1535.0,-4361.0,1159.0,1413.0,-960.0,496.0,-52.02,23.38,1.0,left
-1552.0,-4432.0,1194.0,1442.0,-959.0,493.0,-51.88,23.37,1.0,left
-1570.0,-4450.0,1190.0,1446.0,-952.0,488.0,-51.75,23.35,1.0,left
-1677.0,-4557.0,1512.0,1538.0,-812.0,349.0,-50.48,23.18,1.0,left
-1655.0,-4599.0,1489.0,1542.0,-809.0,333.0,-50.34,23.16,1.0,left
-1631.0,-4653.0,1684.0,1559.0,-796.0,323.0,-50.21,23.14,1.0,left
-2538.0,-4391.0,1574.0,1599.0,-1138.0,300.0,-48.84,22.83,1.0,left
-1130.0,-4822.0,1081.0,1717.0,-871.0,307.0,-48.7,22.8,1.0,left
-1153.0,-4833.0,1667.0,1801.0,-672.0,309.0,-48.55,22.78,1.0,left
-1674.0,-4789.0,1988.0,2236.0,-524.0,478.0,-46.84,22.76,1.0,left
-1629.0,-4709.0,1893.0,2279.0,-484.0,496.0,-46.66,22.76,1.0,left
-1886.0,-4550.0,2004.0,2321.0,-493.0,511.0,-46.47,22.77,1.0,left
-2173.0,-4523.0,2191.0,2383.0,-557.0,520.0,-46.28,22.77,1.0,left
-1663.0,-4824.0,2273.0,3186.0,-336.0,649.0,-43.9,22.9,1.0,left
-1659.0,-4792.0,2272.0,3264.0,-323.0,660.0,-43.65,22.92,1.0,left
-1723.0,-4734.0,2298.0,3319.0,-329.0,670.0,-43.39,22.93,1.0,left
-1924.0,-4501.0,2068.0,3817.0,-543.0,627.0,-40.56,22.95,1.0,left
-1955.0,-4434.0,2071.0,3848.0,-570.0,620.0,-40.26,22.95,1.0,left
-1998.0,-4400.0,2085.0,3871.0,-599.0,622.0,-39.97,22.94,1.0,left
-1859.0,-4291.0,2227.0,4118.0,-907.0,704.0,-36.84,22.76,1.0,left
-1821.0,-4280.0,2228.0,4150.0,-922.0,715.0,-36.51,22.73,1.0,left
-1773.0,-4230.0,2249.0,4179.0,-934.0,724.0,-36.18,22.71,1.0,left
-1542.0,-4136.0,2476.0,4593.0,-1012.0,779.0,-32.71,22.42,1.0,left
-1548.0,-4123.0,2471.0,4647.0,-1015.0,776.0,-32.34,22.39,1.0,left
-1521.0,-4112.0,2442.0,4702.0,-1010.0,780.0,-31.98,22.36,1.0,left
-1325.0,-3692.0,2452.0,5276.0,-848.0,814.0,-28.06,22.11,1.0,left
-1311.0,-3614.0,2412.0,5331.0,-829.0,820.0,-27.66,22.08,1.0,left
-1351.0,-3582.0,2378.0,5377.0,-822.0,823.0,-27.24,22.06,1.0,left
-1331.0,-3540.0,2333.0,5419.0,-816.0,827.0,-26.84,22.03,1.0,left
-1131.0,-3056.0,2434.0,5759.0,-673.0,836.0,-22.61,21.82,1.0,left
-1091.0,-2999.0,2447.0,5786.0,-662.0,832.0,-22.17,21.8,1.0,left
-1084.0,-2987.0,2414.0,5814.0,-649.0,827.0,-21.73,21.78,1.0,left
-1014.0,-2567.0,2428.0,5857.0,-482.0,727.0,-17.51,21.61,1.0,left
-1041.0,-2482.0,2444.0,5851.0,-455.0,712.0,-17.06,21.59,1.0,left
-1097.0,-2414.0,2512.0,5839.0,-431.0,699.0,-16.63,21.57,1.0,left
-1324.0,-2037.0,2558.0,5617.0,-241.0,590.0,-12.61,21.51,1.0,left
-1367.0,-2014.0,2605.0,5590.0,-238.0,582.0,-12.2,21.51,1.0,left
-1374.0,-1969.0,2574.0,5559.0,-236.0,575.0,-11.78,21.5,1.0,left
-1436.0,-1599.0,2691.0,5105.0,-283.0,484.0,-8.15,21.38,1.0,left
-1425.0,-1557.0,2734.0,5047.0,-295.0,472.0,-7.77,21.36,1.0,left
-1432.0,-1542.0,2790.0,4996.0,-304.0,460.0,-7.41,21.35,1.0,left
-1421.0,-1526.0,2785.0,4944.0,-315.0,449.0,-7.04,21.33,1.0,left
-1355.0,-1109.0,3020.0,4445.0,-346.0,304.0,-3.89,21.11,1.0,left
-1365.0,-1075.0,3035.0,4390.0,-340.0,288.0,-3.56,21.09,1.0,left
-1391.0,-1004.0,3089.0,4339.0,-335.0,277.0,-3.25,21.06,1.0,left
-1472.0,-768.0,3036.0,3822.0,-320.0,179.0,-0.54,20.85,1.0,left
-1498.0,-819.0,3052.0,3762.0,-324.0,181.0,-0.27,20.83,1.0,left
-1484.0,-849.0,2991.0,3700.0,-325.0,191.0,-0.0,20.81,1.0,left
-1590.0,-646.0,3210.0,3387.0,-254.0,309.0,2.42,20.65,1.0,left
-1608.0,-667.0,3191.0,3366.0,-247.0,318.0,2.67,20.63,1.0,left
-1619.0,-645.0,3187.0,3351.0,-242.0,324.0,2.91,20.61,1.0,left
-1608.0,-656.0,3148.0,3332.0,-246.0,328.0,3.15,20.6,1.0,left
-1494.0,-516.0,3011.0,3178.0,-481.0,413.0,5.42,20.26,1.0,left
-1502.0,-477.0,3019.0,3171.0,-514.0,419.0,5.66,20.22,1.0,left
-1470.0,-486.0,3008.0,3165.0,-542.0,420.0,5.89,20.18,1.0,left
-1316.0,-519.0,2888.0,3161.0,-794.0,428.0,8.12,19.61,1.0,left
-1333.0,-506.0,2932.0,3170.0,-820.0,423.0,8.34,19.55,1.0,left
-1333.0,-521.0,2928.0,3180.0,-843.0,419.0,8.57,19.48,1.0,left
-1266.0,-524.0,2867.0,3190.0,-867.0,414.0,8.8,19.42,1.0,left
-1088.0,-479.0,2965.0,3328.0,-967.0,328.0,11.09,18.71,1.0,left
-1062.0,-489.0,2952.0,3342.0,-965.0,318.0,11.32,18.64,1.0,left
-1055.0,-478.0,2953.0,3356.0,-957.0,308.0,11.56,18.57,1.0,left
-950.0,-341.0,2979.0,3437.0,-808.0,210.0,13.88,17.98,1.0,left
-928.0,-326.0,2991.0,3438.0,-790.0,198.0,14.12,17.92,1.0,left
-917.0,-322.0,3012.0,3438.0,-772.0,190.0,14.35,17.86,1.0,left
-914.0,-296.0,3000.0,3440.0,-755.0,180.0,14.59,17.8,1.0,left
-831.0,-93.0,2910.0,3373.0,-558.0,47.0,16.84,17.4,1.0,left
-820.0,-84.0,2942.0,3358.0,-535.0,31.0,17.08,17.36,1.0,left
-790.0,-35.0,2923.0,3343.0,-513.0,15.0,17.3,17.32,1.0,left
-805.0,-12.0,2920.0,3328.0,-492.0,-1.0,17.53,17.29,1.0,left
-788.0,132.0,2885.0,3126.0,-251.0,-164.0,19.6,17.14,1.0,left
-796.0,192.0,2894.0,3102.0,-229.0,-182.0,19.82,17.12,1.0,left
-802.0,230.0,2933.0,3080.0,-210.0,-198.0,20.02,17.11,1.0,left
-947.0,508.0,3054.0,2897.0,18.0,-304.0,21.94,17.18,1.0,left
-926.0,563.0,3061.0,2878.0,33.0,-309.0,22.13,17.19,1.0,left
-917.0,614.0,3026.0,2862.0,51.0,-311.0,22.32,17.2,1.0,left
-915.0,631.0,3044.0,2845.0,67.0,-313.0,22.51,17.21,1.0,left
-963.0,810.0,2993.0,2686.0,142.0,-300.0,24.31,17.37,1.0,left
-990.0,854.0,3028.0,2668.0,143.0,-294.0,24.49,17.39,1.0,left
-1009.0,838.0,3011.0,2655.0,138.0,-289.0,24.67,17.41,1.0,left
-1019.0,1016.0,2845.0,2505.0,125.0,-221.0,26.36,17.54,1.0,left
-1042.0,1023.0,2835.0,2493.0,124.0,-211.0,26.54,17.55,1.0,left
-1039.0,1031.0,2864.0,2479.0,119.0,-202.0,26.7,17.57,1.0,left
-1075.0,1043.0,2821.0,2463.0,111.0,-192.0,26.87,17.58,1.0,left
-1079.0,1018.0,2951.0,2396.0,66.0,-92.0,28.49,17.64,1.0,left
-1073.0,1014.0,2968.0,2393.0,66.0,-81.0,28.66,17.65,1.0,left
-1105.0,1001.0,3004.0,2390.0,66.0,-70.0,28.82,17.65,1.0,left
-1192.0,1010.0,3068.0,2380.0,109.0,35.0,30.45,17.7,1.0,left
-1194.0,1003.0,3059.0,2376.0,109.0,46.0,30.61,17.71,1.0,left
-1197.0,1040.0,3062.0,2369.0,106.0,53.0,30.77,17.71,1.0,left
-1209.0,1059.0,3038.0,2355.0,101.0,62.0,30.93,17.72,1.0,left
-1253.0,1080.0,2955.0,2202.0,120.0,112.0,32.44,17.75,1.0,left
-1224.0,1094.0,2985.0,2180.0,125.0,109.0,32.59,17.75,1.0,left
-1230.0,1083.0,2982.0,2152.0,132.0,111.0,32.74,17.76,1.0,left
-1161.0,1148.0,3010.0,1904.0,228.0,74.0,34.05,17.86,1.0,left
-1155.0,1229.0,2989.0,1872.0,242.0,57.0,34.18,17.87,1.0,left
-1188.0,1227.0,2993.0,1829.0,243.0,45.0,34.3,17.88,1.0,left
-1186.0,1222.0,2987.0,1794.0,245.0,35.0,34.42,17.89,1.0,left
-1101.0,1392.0,3026.0,1400.0,279.0,-114.0,35.36,18.08,1.0,left
-1125.0,1389.0,3032.0,1356.0,281.0,-131.0,35.46,18.1,1.0,left
-1133.0,1426.0,3012.0,1311.0,282.0,-149.0,35.54,18.12,1.0,left
-1085.0,1525.0,2971.0,875.0,327.0,-312.0,36.1,18.42,1.0,left
-1063.0,1538.0,2970.0,831.0,329.0,-331.0,36.15,18.45,1.0,left
-1073.0,1580.0,2895.0,779.0,328.0,-350.0,36.2,18.48,1.0,left
-1069.0,1600.0,2886.0,730.0,328.0,-363.0,36.24,18.51,1.0,left
-1075.0,1627.0,2750.0,236.0,278.0,-510.0,36.32,18.86,1.0,left
-1088.0,1661.0,2737.0,189.0,272.0,-522.0,36.33,18.89,1.0,left
-1093.0,1626.0,2735.0,137.0,270.0,-535.0,36.33,18.93,1.0,left
-1039.0,1611.0,2730.0,-262.0,264.0,-628.0,36.03,19.31,1.0,left
-1048.0,1609.0,2757.0,-295.0,259.0,-636.0,36.0,19.35,1.0,left
-1045.0,1632.0,2718.0,-326.0,255.0,-640.0,35.97,19.39,1.0,left
-1012.0,1607.0,2716.0,-358.0,251.0,-646.0,35.93,19.43,1.0,left
-1048.0,1503.0,2743.0,-602.0,241.0,-693.0,35.37,19.82,1.0,left
-1067.0,1495.0,2750.0,-622.0,244.0,-694.0,35.31,19.86,1.0,left
-1072.0,1484.0,2749.0,-649.0,244.0,-697.0,35.25,19.9,1.0,left
-1050.0,1472.0,2761.0,-906.0,259.0,-713.0,34.48,20.31,1.0,left
-1049.0,1463.0,2758.0,-931.0,261.0,-714.0,34.4,20.35,1.0,left
-1027.0,1462.0,2742.0,-957.0,266.0,-714.0,34.31,20.39,1.0,left
-1021.0,1461.0,2713.0,-988.0,273.0,-714.0,34.23,20.43,1.0,left
-1064.0,1486.0,2688.0,-1287.0,330.0,-747.0,33.2,20.88,1.0,left
-1079.0,1475.0,2685.0,-1321.0,336.0,-753.0,33.09,20.93,1.0,left
-1053.0,1475.0,2688.0,-1356.0,340.0,-757.0,32.98,20.98,1.0,left
-1115.0,1617.0,2742.0,-1780.0,368.0,-789.0,31.61,21.46,1.0,left
-1104.0,1660.0,2754.0,-1834.0,374.0,-794.0,31.46,21.51,1.0,left
-1095.0,1685.0,2773.0,-1896.0,382.0,-798.0,31.31,21.55,1.0,left
-1084.0,2024.0,2916.0,-2646.0,435.0,-860.0,29.35,22.08,1.0,left
-1110.0,2108.0,2929.0,-2764.0,446.0,-870.0,29.14,22.13,1.0,left
-1079.0,2155.0,2949.0,-2875.0,452.0,-879.0,28.93,22.19,1.0,left
-1090.0,2205.0,2929.0,-3006.0,462.0,-893.0,28.7,22.24,1.0,left
-984.0,2544.0,2949.0,-4776.0,526.0,-1183.0,25.23,22.88,1.0,left
-1122.0,2521.0,3151.0,-4978.0,522.0,-1230.0,24.86,22.95,1.0,left
-1131.0,2708.0,3056.0,-5225.0,532.0,-1280.0,24.47,23.02,1.0,left
-1531.0,2782.0,3233.0,-7642.0,621.0,-1568.0,18.89,23.8,1.0,left
-1765.0,2739.0,3391.0,-7879.0,617.0,-1579.0,18.29,23.87,1.0,left
-1784.0,2730.0,3473.0,-8095.0,621.0,-1582.0,17.69,23.95,1.0,left
-2161.0,1947.0,3713.0,-9822.0,813.0,-1531.0,10.55,24.76,1.0,left
-2308.0,1853.0,3723.0,-9953.0,825.0,-1521.0,9.81,24.84,1.0,left
-2291.0,1820.0,3604.0,-10074.0,857.0,-1501.0,9.05,24.92,1.0,left
-2801.0,847.0,1753.0,-11411.0,861.0,-1315.0,0.83,25.72,1.0,left
-2643.0,683.0,1571.0,-11557.0,844.0,-1316.0,-0.03,25.8,1.0,left
-2495.0,593.0,1404.0,-11723.0,847.0,-1317.0,-0.9,25.87,1.0,left
-2406.0,499.0,1315.0,-11866.0,860.0,-1314.0,-1.8,25.95,1.0,left
-2248.0,152.0,-331.0,-13017.0,747.0,-1230.0,-11.19,26.64,1.0,left
-2174.0,96.0,-492.0,-13137.0,733.0,-1223.0,-12.2,26.71,1.0,left
-1969.0,-63.0,-841.0,-13263.0,716.0,-1223.0,-13.2,26.77,1.0,left
-630.0,-637.0,-2071.0,-14383.0,564.0,-1453.0,-23.93,27.05,1.0,left
-508.0,-740.0,-2141.0,-14485.0,546.0,-1500.0,-25.1,27.06,1.0,left
-371.0,-856.0,-2185.0,-14568.0,531.0,-1554.0,-26.27,27.06,1.0,left
674.0,-2117.0,-2225.0,-14979.0,627.0,-2057.0,-37.7,26.63,1.0,left
645.0,-2380.0,-2283.0,-14913.0,646.0,-2082.0,-38.92,26.56,1.0,left
699.0,-2688.0,-2264.0,-14811.0,668.0,-2099.0,-40.1,26.49,1.0,left
-464.0,-4911.0,-149.0,-11587.0,988.0,-1954.0,-49.08,25.96,1.0,left
-595.0,-5124.0,-597.0,-11157.0,964.0,-1874.0,-49.99,25.89,1.0,left
-312.0,-5004.0,-1331.0,-10810.0,1027.0,-1807.0,-50.9,25.83,1.0,left
-1572.0,-6297.0,-809.0,-7715.0,736.0,-685.0,-56.82,25.73,1.0,left
-2150.0,-6437.0,-444.0,-7315.0,640.0,-508.0,-57.41,25.72,1.0,left
-2470.0,-6599.0,-347.0,-6998.0,518.0,-354.0,-57.97,25.72,1.0,left
-2850.0,-7996.0,1167.0,-3743.0,-17.0,1118.0,-60.46,26.37,1.0,left
-2848.0,-8012.0,1281.0,-3434.0,-44.0,1234.0,-60.7,26.44,1.0,left
-2616.0,-8188.0,1344.0,-3100.0,-45.0,1355.0,-60.91,26.52,1.0,left
-2775.0,-8095.0,1916.0,-422.0,-167.0,2095.0,-60.84,27.71,1.0,left
-2890.0,-7928.0,2001.0,-211.0,-195.0,2129.0,-60.81,27.84,1.0,left
-2980.0,-7851.0,2104.0,-1.0,-235.0,2159.0,-60.76,27.96,1.0,left
-2969.0,-7334.0,2626.0,1829.0,-345.0,2285.0,-58.95,29.19,1.0,left
-2987.0,-7133.0,2412.0,1973.0,-479.0,2254.0,-58.75,29.31,1.0,left
-3364.0,-6799.0,2376.0,2073.0,-681.0,2181.0,-58.53,29.42,1.0,left
-2992.0,-6999.0,2461.0,2234.0,-757.0,2105.0,-58.31,29.51,1.0,left
-2868.0,-6211.0,2128.0,2968.0,-1490.0,1437.0,-55.45,29.77,1.0,left
-2714.0,-6253.0,2085.0,2999.0,-1531.0,1393.0,-55.15,29.78,1.0,left
-2588.0,-6218.0,2125.0,3029.0,-1542.0,1344.0,-54.85,29.8,1.0,left
-2054.0,-5295.0,2221.0,2647.0,-784.0,1193.0,-52.49,30.1,1.0,left
-1500.0,-5814.0,2059.0,2713.0,-663.0,1167.0,-52.25,30.13,1.0,left
-1594.0,-5391.0,2243.0,2827.0,-489.0,1130.0,-52.0,30.16,1.0,left
-1958.0,-4357.0,1546.0,2437.0,-62.0,940.0,-50.09,30.61,1.0,left
-2081.0,-4171.0,1530.0,2397.0,-92.0,914.0,-49.9,30.66,1.0,left
-2247.0,-3978.0,1577.0,2337.0,-140.0,874.0,-49.7,30.7,1.0,left
-2085.0,-3189.0,1720.0,1507.0,-176.0,387.0,-48.49,30.82,1.0,left
